Run Directory,Fitness,Model,ofv,success,covar,correlation #,ntheta,nomega,nsigm,condition,RPenalty,PythonPenalty,NMTran messages
C:\fda\pydarwin\examples\example3\0\54,3441.032736,00010,3423.03273556186,True,True,True,3,3,3,5.877126027168439,0,0,No important warnings
C:\fda\pydarwin\examples\example3\0\42,3050.935966,30200,3022.93596640797,True,True,True,6,6,2,7353.73559417916,0,0,No important warnings
C:\fda\pydarwin\examples\example3\0\25,3329.506913,31100,3199.50691321809,False,True,True,7,6,2,1412640245231.644,0,0,No important warnings
C:\fda\pydarwin\examples\example3\0\28,2962.937441,50100,2932.93744087477,True,True,True,7,6,2,22.603541705416443,0,0,No important warnings
C:\fda\pydarwin\examples\example3\0\39,3454.414520,11200,3330.41452027587,False,True,True,5,5,2,814419.0168333326,0,0,No important warnings
C:\fda\pydarwin\examples\example3\0\56,3288.242133,10010,3270.24213292615,True,True,True,3,3,3,60.51692875164119,0,0,No important warnings
C:\fda\pydarwin\examples\example3\0\55,3545.044296,01010,3423.04429605293,False,True,True,4,4,3,58900711461.16603,0,0,No important warnings
C:\fda\pydarwin\examples\example3\0\10,2963.580401,50000,2935.58040105835,True,True,True,6,6,2,-3.216144423399945e+16,0,0,No important warnings
C:\fda\pydarwin\examples\example3\0\44,3701.235073,40200,3673.23507252331,True,True,True,6,6,2,1653829.7023400175,0,0,No important warnings
C:\fda\pydarwin\examples\example3\0\41,3771.753265,21200,3343.75326451154,False,False,False,6,6,2,99999999999,0,0,No important warnings
C:\fda\pydarwin\examples\example3\0\58,3292.239321,20010,3270.23932132194,True,True,True,4,4,3,-1.3521595640166546e+16,0,0,No important warnings
C:\fda\pydarwin\examples\example3\0\9,3063.669647,41000,2935.66964676077,False,True,True,6,6,2,26363171.575010385,0,0,No important warnings
C:\fda\pydarwin\examples\example3\0\57,3501.203417,11010,3479.20341731744,True,True,True,4,4,3,394.9986985132976,0,0,No important warnings
C:\fda\pydarwin\examples\example3\0\43,3229.040597,31200,3097.0405974626,False,True,True,7,7,2,10684283.134922707,0,0,No important warnings
C:\fda\pydarwin\examples\example3\0\7,3282.152199,31000,3154.15219935407,False,True,True,6,6,2,348369610506.49646,0,0,No important warnings
C:\fda\pydarwin\examples\example3\0\60,3101.960484,30010,3075.96048383787,True,True,True,5,5,3,22.811917960496515,0,0,No important warnings
C:\fda\pydarwin\examples\example3\0\27,3066.987384,41100,2936.98738378021,False,True,True,7,6,2,39586423444030.93,0,0,No important warnings
C:\fda\pydarwin\examples\example3\0\59,3435.587154,21010,3409.5871535285,True,True,True,5,5,3,8528005416054890.0,0,0,No important warnings
C:\fda\pydarwin\examples\example3\0\13,3024.595088,61000,2988.59508822532,True,True,True,8,8,2,1154.337272959596,0,0,No important warnings
C:\fda\pydarwin\examples\example3\0\62,2866.136078,40010,2840.13607827681,True,True,True,5,5,3,20.75518282822432,0,0,No important warnings
C:\fda\pydarwin\examples\example3\0\61,3377.534986,31010,3347.53498560345,True,True,True,6,6,3,493.8624204709856,0,0,No important warnings
C:\fda\pydarwin\examples\example3\0\72,3839.939105,00110,3719.93910520873,False,True,True,4,3,3,11.342662390062682,0,0,No important warnings
C:\fda\pydarwin\examples\example3\0\73,3477.591415,01110,3453.59141476198,True,True,True,5,4,3,180.44733312717736,0,0,No important warnings
C:\fda\pydarwin\examples\example3\0\74,3265.818330,10110,3245.81833030741,True,True,True,4,3,3,14.188136892698697,0,0,No important warnings
C:\fda\pydarwin\examples\example3\0\46,2825.451815,50200,2793.45181511796,True,True,True,7,7,2,154502330.26322597,0,0,No important warnings
C:\fda\pydarwin\examples\example3\0\32,2843.917593,70100,2809.91759316057,True,True,True,8,7,2,26.1259691066293,0,0,No important warnings
C:\fda\pydarwin\examples\example3\0\64,2869.741882,50010,2839.74188214673,True,True,True,6,6,3,75.95417768632565,0,0,No important warnings
C:\fda\pydarwin\examples\example3\0\76,3257.165358,20110,3233.16535843107,True,True,True,5,4,3,675.8807441896878,0,0,No important warnings
C:\fda\pydarwin\examples\example3\0\29,2968.727809,51100,2934.72780899681,True,True,True,8,7,2,1136305.076664973,0,0,No important warnings
C:\fda\pydarwin\examples\example3\0\78,3104.409430,30110,3076.40943019405,True,True,True,6,5,3,23.02887610146191,0,0,No important warnings
C:\fda\pydarwin\examples\example3\0\11,2941.517652,51000,2809.51765181214,False,True,True,7,7,2,130331394.5938582,0,0,No important warnings
C:\fda\pydarwin\examples\example3\0\47,2929.678772,51200,2793.67877215637,False,True,True,8,8,2,45564480639.629486,0,0,No important warnings
C:\fda\pydarwin\examples\example3\0\63,2870.199108,41010,2840.19910805687,True,True,True,6,6,3,12235118.57972443,0,0,No important warnings
C:\fda\pydarwin\examples\example3\0\45,2825.566092,41200,2793.56609165189,True,True,True,7,7,2,428873122.17734915,0,0,No important warnings
C:\fda\pydarwin\examples\example3\0\75,3269.840516,11110,3245.84051640338,True,True,True,5,4,3,401799.4150478842,0,0,No important warnings
C:\fda\pydarwin\examples\example3\0\80,2868.484302,40110,2840.48430220323,True,True,True,6,5,3,20.38415739182938,0,0,No important warnings
C:\fda\pydarwin\examples\example3\0\12,2941.832355,60000,2909.83235466648,True,True,True,7,7,2,59.31202858299401,0,0,No important warnings
C:\fda\pydarwin\examples\example3\0\90,3750.892880,00210,3328.89287992556,False,False,False,4,4,3,99999999999,0,0,No important warnings
C:\fda\pydarwin\examples\example3\0\91,3324.520802,01210,3298.52080168836,True,True,True,5,5,3,2620.042366387849,0,0,No important warnings
C:\fda\pydarwin\examples\example3\0\92,3356.588494,10210,3334.58849446113,True,True,True,4,4,3,108.64872914406047,0,0,No important warnings
C:\fda\pydarwin\examples\example3\0\82,2872.119791,50110,2840.11979073044,True,True,True,7,6,3,80.84562508761314,0,0,No important warnings
C:\fda\pydarwin\examples\example3\0\79,3221.596018,31110,3089.59601782476,False,True,True,7,6,3,102697611740.92819,0,0,No important warnings
C:\fda\pydarwin\examples\example3\0\77,3263.891918,21110,3235.89191818513,True,True,True,6,5,3,101397.90091450527,0,0,No important warnings
C:\fda\pydarwin\examples\example3\0\16,2843.684555,80000,2807.68455482771,True,True,True,8,8,2,190.09832551676422,0,0,No important warnings
C:\fda\pydarwin\examples\example3\0\65,2974.023077,51010,2840.02307711357,False,True,True,7,7,3,59721490759.05,0,0,No important warnings
C:\fda\pydarwin\examples\example3\0\30,2944.298378,60100,2910.29837789053,True,True,True,8,7,2,59.95778673918412,0,0,No important warnings
C:\fda\pydarwin\examples\example3\0\93,3482.819838,11210,3456.81983751658,True,True,True,5,5,3,3526.477253360592,0,0,No important warnings
C:\fda\pydarwin\examples\example3\0\83,3724.583770,51110,3588.58377021551,False,True,True,8,7,3,-2.7926284607429736e+16,0,0,No important warnings
C:\fda\pydarwin\examples\example3\0\94,3126.070481,20210,3100.07048065534,True,True,True,5,5,3,39.23755115148817,0,0,No important warnings
C:\fda\pydarwin\examples\example3\0\49,3118.407154,61200,3078.40715392708,True,True,True,9,9,2,3394.588451556699,0,0,No important warnings
C:\fda\pydarwin\examples\example3\0\96,3028.297050,30210,2998.29704991058,True,True,True,6,6,3,3871.2460204826816,0,0,No important warnings
C:\fda\pydarwin\examples\example3\0\81,3176.909099,41110,3144.90909936756,True,True,True,7,6,3,5562.272200622401,0,0,No important warnings
C:\fda\pydarwin\examples\example3\0\66,2936.575970,60010,2902.5759701613,True,True,True,7,7,3,48.281706636794084,0,0,No important warnings
C:\fda\pydarwin\examples\example3\0\108,3300.977671,00001,3284.97767137477,True,True,True,3,3,2,8.885106558241963,0,0,No important warnings
C:\fda\pydarwin\examples\example3\0\109,3740.911571,01001,3720.91157127155,True,True,True,4,4,2,1413.0680386141353,0,0,No important warnings
C:\fda\pydarwin\examples\example3\0\110,3025.388272,10001,3009.38827249392,True,True,True,3,3,2,13.277680816600622,0,0,No important warnings
C:\fda\pydarwin\examples\example3\0\86,2865.896277,70110,2829.89627679638,True,True,True,8,7,3,1166.2330141680295,0,0,No important warnings
C:\fda\pydarwin\examples\example3\0\52,2791.003456,80200,2751.00345589848,True,True,True,9,9,2,366867.50380335527,0,0,No important warnings
C:\fda\pydarwin\examples\example3\0\98,2826.360716,40210,2796.36071622253,True,True,True,6,6,3,2263.4809400816926,0,0,No important warnings
C:\fda\pydarwin\examples\example3\0\97,3141.587746,31210,3007.5877463417,False,True,True,7,7,3,552726906.6443118,0,0,No important warnings
C:\fda\pydarwin\examples\example3\0\112,2952.058509,20001,2932.05850857504,True,True,True,4,4,2,11.174113239291067,0,0,No important warnings
C:\fda\pydarwin\examples\example3\0\95,3132.309757,21210,3102.30975714288,True,True,True,6,6,3,7956078142.957161,0,0,No important warnings
C:\fda\pydarwin\examples\example3\0\111,3029.907079,11001,3009.90707938349,True,True,True,4,4,2,106557.61809808401,0,0,No important warnings
C:\fda\pydarwin\examples\example3\0\114,2760.186436,30001,2736.18643589386,True,True,True,5,5,2,26.13959671715624,0,0,No important warnings
C:\fda\pydarwin\examples\example3\0\113,3057.503011,21001,2933.5030106877,False,True,True,5,5,2,133006.24566716462,0,0,No important warnings
C:\fda\pydarwin\examples\example3\0\116,2498.800752,40001,2474.80075187535,True,True,True,5,5,2,18.524484692334923,0,0,No important warnings
C:\fda\pydarwin\examples\example3\0\99,3051.620011,41210,3017.6200110786,True,True,True,7,7,3,12994.616305168349,0,0,No important warnings
C:\fda\pydarwin\examples\example3\0\115,2906.969849,31001,2778.96984859758,False,True,True,6,6,2,291670.461395761,0,0,No important warnings
C:\fda\pydarwin\examples\example3\0\67,3274.194769,61010,3236.19476932799,True,True,True,8,8,3,14501070.843689995,0,0,No important warnings
C:\fda\pydarwin\examples\example3\0\101,3055.692186,51210,3017.69218648673,True,True,True,8,8,3,1.2724047532859588e+16,0,0,No important warnings
C:\fda\pydarwin\examples\example3\0\100,2807.038718,50210,2773.03871816615,True,True,True,7,7,3,36162.54807355738,0,0,No important warnings
C:\fda\pydarwin\examples\example3\0\118,2500.951708,50001,2472.95170827726,True,True,True,6,6,2,17.354371538807452,0,0,No important warnings
C:\fda\pydarwin\examples\example3\0\126,3261.612728,00101,3243.6127280611,True,True,True,4,3,2,18.59747834611172,0,0,No important warnings
C:\fda\pydarwin\examples\example3\0\117,2603.014827,41001,2475.0148268221,False,True,True,6,6,2,59330306677.26115,0,0,No important warnings
C:\fda\pydarwin\examples\example3\0\128,3026.796203,10101,3008.79620310821,True,True,True,4,3,2,13.225472922245443,0,0,No important warnings
C:\fda\pydarwin\examples\example3\0\51,2934.532912,71200,2794.53291180669,False,True,True,9,9,2,9342288538.947304,0,0,No important warnings
C:\fda\pydarwin\examples\example3\0\130,3130.787658,20101,3008.78765786484,False,True,True,5,4,2,-2.4263423712539364e+16,0,0,No important warnings
C:\fda\pydarwin\examples\example3\0\119,2607.181680,51001,2475.18167951131,False,True,True,7,7,2,15292466681161.186,0,0,No important warnings
C:\fda\pydarwin\examples\example3\0\129,3131.028615,11101,3009.02861479725,False,True,True,5,4,2,91171.16939365589,0,0,No important warnings
C:\fda\pydarwin\examples\example3\0\132,2760.074924,30101,2734.07492396954,True,True,True,6,5,2,9960370.484427702,0,0,No important warnings
C:\fda\pydarwin\examples\example3\0\127,3367.618049,01101,3245.61804923036,False,True,True,5,4,2,45706.25163393732,0,0,No important warnings
C:\fda\pydarwin\examples\example3\0\131,3058.820100,21101,2932.82009989481,False,True,True,6,5,2,140039.31309856597,0,0,No important warnings
C:\fda\pydarwin\examples\example3\0\133,2866.464030,31101,2736.46403006881,False,True,True,7,6,2,623679.8866603443,0,0,No important warnings
C:\fda\pydarwin\examples\example3\0\88,2848.945462,80110,2808.94546164699,True,True,True,9,8,3,117079.9547290085,0,0,No important warnings
C:\fda\pydarwin\examples\example3\0\134,2496.247808,40101,2470.24780801942,True,True,True,6,5,2,18.692366478216503,0,0,No important warnings
C:\fda\pydarwin\examples\example3\0\122,2503.754529,70001,2471.75452938343,True,True,True,7,7,2,37689.03691889263,0,0,No important warnings
C:\fda\pydarwin\examples\example3\0\144,3263.632482,00201,3243.63248179776,True,True,True,4,4,2,18.78147278398331,0,0,No important warnings
C:\fda\pydarwin\examples\example3\0\87,3156.745660,71110,3116.74565956874,True,True,True,9,8,3,2220.726045985476,0,0,No important warnings
C:\fda\pydarwin\examples\example3\0\136,2498.166213,50101,2468.16621269722,True,True,True,7,6,2,128.7801595431059,0,0,No important warnings
C:\fda\pydarwin\examples\example3\0\145,3369.819215,01201,3245.81921508572,False,True,True,5,5,2,48058.24989145175,0,0,No important warnings
C:\fda\pydarwin\examples\example3\0\135,2604.658204,41101,2474.65820357102,False,True,True,7,6,2,50829151425.19119,0,0,No important warnings
C:\fda\pydarwin\examples\example3\0\146,3001.180031,10201,2981.18003112317,True,True,True,4,4,2,35.62225327377919,0,0,No important warnings
C:\fda\pydarwin\examples\example3\0\148,2929.329478,20201,2905.32947839812,True,True,True,5,5,2,4365.15078208169,0,0,No important warnings
C:\fda\pydarwin\examples\example3\0\147,3106.391940,11201,2982.39193999745,False,True,True,5,5,2,75791.03742291924,0,0,No important warnings
C:\fda\pydarwin\examples\example3\0\140,2501.060690,70101,2467.06068975591,True,True,True,8,7,2,39884.80868942101,0,0,No important warnings
C:\fda\pydarwin\examples\example3\0\149,3042.251779,21201,2914.25177855294,False,True,True,6,6,2,94396.34612166988,0,0,No important warnings
C:\fda\pydarwin\examples\example3\0\150,2906.568504,30201,2778.56850445128,False,True,True,6,6,2,82.94825987990382,0,0,No important warnings
C:\fda\pydarwin\examples\example3\0\137,2608.921059,51101,2474.92105892643,False,True,True,8,7,2,13230375698652.35,0,0,No important warnings
C:\fda\pydarwin\examples\example3\0\151,2868.488016,31201,2736.4880159192,False,True,True,7,7,2,38395862308377.18,0,0,No important warnings
C:\fda\pydarwin\examples\example3\0\104,2796.379813,70210,2758.3798125537,True,True,True,8,8,3,1082.4167431445371,0,0,No important warnings
C:\fda\pydarwin\examples\example3\0\152,2497.859291,40201,2469.85929140354,True,True,True,6,6,2,1268.2711635688952,0,0,No important warnings
C:\fda\pydarwin\examples\example3\0\123,2609.774065,71001,2473.77406524377,False,True,True,8,8,2,-62925344560230.08,0,0,No important warnings
C:\fda\pydarwin\examples\example3\0\154,2499.718174,50201,2467.71817356178,True,True,True,7,7,2,1171.4496559511508,0,0,No important warnings
C:\fda\pydarwin\examples\example3\0\124,2908.247810,80001,2472.24780980681,False,False,False,8,8,2,99999999999,0,0,No important warnings
C:\fda\pydarwin\examples\example3\0\162,3143.448280,00011,3125.44828024463,True,True,True,3,3,3,11.635171807294833,0,0,No important warnings
C:\fda\pydarwin\examples\example3\0\89,2963.923403,81110,2819.92340256619,False,True,True,10,9,3,-1187776723935.4446,0,0,No important warnings
C:\fda\pydarwin\examples\example3\0\163,3247.641276,01011,3125.6412755835,False,True,True,4,4,3,32197.9683865666,0,0,No important warnings
C:\fda\pydarwin\examples\example3\0\164,2924.578193,10011,2906.57819275298,True,True,True,3,3,3,16.63611128078975,0,0,No important warnings
C:\fda\pydarwin\examples\example3\0\125,2613.609475,81001,2473.60947536024,False,True,True,9,9,2,1690580201.0574083,0,0,No important warnings
C:\fda\pydarwin\examples\example3\0\165,3028.692589,11011,2906.69258919142,False,True,True,4,4,3,40570.65368058731,0,0,No important warnings
C:\fda\pydarwin\examples\example3\0\166,2882.442691,20011,2860.44269130133,True,True,True,4,4,3,1419.5943536235443,0,0,No important warnings
C:\fda\pydarwin\examples\example3\0\167,2986.559418,21011,2860.55941848207,False,True,True,5,5,3,40080.095842510564,0,0,No important warnings
C:\fda\pydarwin\examples\example3\0\48,2885.585384,60200,2849.58538405713,True,True,True,8,8,2,2400609.393297726,0,0,No important warnings
C:\fda\pydarwin\examples\example3\0\168,2790.689061,30011,2764.68906102768,True,True,True,5,5,3,22.02691642948444,0,0,No important warnings
C:\fda\pydarwin\examples\example3\0\155,2600.380813,51201,2464.38081314933,False,True,True,8,8,2,8412278958.933283,0,0,No important warnings
C:\fda\pydarwin\examples\example3\0\142,2505.340156,80101,2467.34015648294,True,True,True,9,8,2,-7.039641394506309e+17,0,0,No important warnings
C:\fda\pydarwin\examples\example3\0\31,3134.590985,61100,2996.59098459465,False,True,True,9,8,2,32864.87301868643,0,0,No important warnings
C:\fda\pydarwin\examples\example3\0\170,2500.552920,40011,2474.55291998927,True,True,True,5,5,3,21.014575389394977,0,0,No important warnings
C:\fda\pydarwin\examples\example3\0\169,2907.579335,31011,2777.57933478884,False,True,True,6,6,3,2022896.587839044,0,0,No important warnings
C:\fda\pydarwin\examples\example3\0\172,2604.551674,50011,2474.55167428059,False,True,True,6,6,3,-1.2395628549336072e+16,0,0,No important warnings
C:\fda\pydarwin\examples\example3\0\171,2604.948483,41011,2474.94848267872,False,True,True,6,6,3,5377782.3209795365,0,0,No important warnings
C:\fda\pydarwin\examples\example3\0\153,2598.612208,41201,2466.61220836334,False,True,True,7,7,2,1486303388248.1328,0,0,No important warnings
C:\fda\pydarwin\examples\example3\0\143,2609.083078,81101,2467.08307834513,False,True,True,10,9,2,2471342613889.6577,0,0,No important warnings
C:\fda\pydarwin\examples\example3\0\173,2607.354441,51011,2473.35444104763,False,True,True,7,7,3,10575329991474.135,0,0,No important warnings
C:\fda\pydarwin\examples\example3\0\180,3132.809148,00111,3112.80914810356,True,True,True,4,3,3,22.306416637817243,0,0,No important warnings
C:\fda\pydarwin\examples\example3\0\176,2505.474502,70011,2471.47450216569,True,True,True,7,7,3,39243.361433611804,0,0,No important warnings
C:\fda\pydarwin\examples\example3\0\181,3249.135121,01111,3125.13512143364,False,True,True,5,4,3,44624.06611358473,0,0,No important warnings
C:\fda\pydarwin\examples\example3\0\182,2920.208329,10111,2900.20832899375,True,True,True,4,3,3,18.167471047913793,0,0,No important warnings
C:\fda\pydarwin\examples\example3\0\141,2606.667595,71101,2468.667595377,False,True,True,9,8,2,70303112.8388414,0,0,No important warnings
C:\fda\pydarwin\examples\example3\0\184,2877.074672,20111,2853.07467183014,True,True,True,5,4,3,1235.9215099403332,0,0,No important warnings
C:\fda\pydarwin\examples\example3\0\183,2930.276653,11111,2906.27665321289,True,True,True,5,4,3,31447.206814213103,0,0,No important warnings
C:\fda\pydarwin\examples\example3\0\186,2761.878418,30111,2733.87841787327,True,True,True,6,5,3,32.65689625521336,0,0,No important warnings
C:\fda\pydarwin\examples\example3\0\185,2988.266881,21111,2860.26688072766,False,True,True,6,5,3,19185461.04160081,0,0,No important warnings
C:\fda\pydarwin\examples\example3\0\188,2498.010409,40111,2470.01040923593,True,True,True,6,5,3,20.587721584325543,0,0,No important warnings
C:\fda\pydarwin\examples\example3\0\158,2502.955078,70201,2466.95507828725,True,True,True,8,8,2,1204.4085687273152,0,0,No important warnings
C:\fda\pydarwin\examples\example3\0\187,2868.176395,31111,2736.17639518516,False,True,True,7,6,3,2095005.362768461,0,0,No important warnings
C:\fda\pydarwin\examples\example3\0\68,2874.029166,70010,2840.02916576192,True,True,True,7,7,3,85995.46388492103,0,0,No important warnings
C:\fda\pydarwin\examples\example3\0\189,2602.457031,41111,2470.45703052748,False,True,True,7,6,3,5671551.674382715,0,0,No important warnings
C:\fda\pydarwin\examples\example3\0\190,2602.009770,50111,2470.00977015675,False,True,True,7,6,3,23109703.021004003,0,0,No important warnings
C:\fda\pydarwin\examples\example3\0\17,3070.350347,81000,2930.35034650514,False,True,True,9,9,2,7776259.159076661,0,0,No important warnings
C:\fda\pydarwin\examples\example3\0\198,3134.884792,00211,3112.88479240328,True,True,True,4,4,3,25.21108862173964,0,0,No important warnings
C:\fda\pydarwin\examples\example3\0\178,2509.497171,80011,2471.49717089868,True,True,True,8,8,3,99973200422.3475,0,0,No important warnings
C:\fda\pydarwin\examples\example3\0\159,2603.389490,71201,2463.38948977261,False,True,True,9,9,2,1526168470295.7495,0,0,No important warnings
C:\fda\pydarwin\examples\example3\0\200,2914.469327,10211,2892.46932683887,True,True,True,4,4,3,61.140226878388866,0,0,No important warnings
C:\fda\pydarwin\examples\example3\0\199,3251.525264,01211,3125.52526382294,False,True,True,5,5,3,27994.919676671212,0,0,No important warnings
C:\fda\pydarwin\examples\example3\0\202,2869.079242,20211,2843.07924167191,True,True,True,5,5,3,1880.2643334850675,0,0,No important warnings
C:\fda\pydarwin\examples\example3\0\160,2506.967405,80201,2466.96740528425,True,True,True,9,9,2,2487.3208692847265,0,0,No important warnings
C:\fda\pydarwin\examples\example3\0\105,2800.156267,71210,2758.1562674265,True,True,True,9,9,3,351507839.1341342,0,0,No important warnings
C:\fda\pydarwin\examples\example3\0\201,3023.770119,11211,2897.77011877843,False,True,True,5,5,3,90698.10708019488,0,0,No important warnings
C:\fda\pydarwin\examples\example3\0\103,3531.318190,61210,3489.31819041921,True,True,True,9,9,3,79084413.306722,0,0,No important warnings
C:\fda\pydarwin\examples\example3\0\204,2807.286726,30211,2777.28672610033,True,True,True,6,6,3,3.5989552663275224e+16,0,0,No important warnings
C:\fda\pydarwin\examples\example3\0\191,2606.292378,51111,2470.2923777023,False,True,True,8,7,3,-56721069411650.41,0,0,No important warnings
C:\fda\pydarwin\examples\example3\0\206,2499.157069,40211,2469.15706902875,True,True,True,6,6,3,338.86857038712725,0,0,No important warnings
C:\fda\pydarwin\examples\example3\0\70,2877.741711,80010,2839.74171077548,True,True,True,8,8,3,13671321922.565134,0,0,No important warnings
C:\fda\pydarwin\examples\example3\0\205,2867.557004,31211,2733.55700447792,False,True,True,7,7,3,1141612.6790156781,0,0,No important warnings
C:\fda\pydarwin\examples\example3\0\208,2499.528069,50211,2465.52806856094,True,True,True,7,7,3,1.7954896090923204e+16,0,0,No important warnings
C:\fda\pydarwin\examples\example3\0\203,2873.881527,21211,2843.8815266063,True,True,True,6,6,3,20618.328365653826,0,0,No important warnings
C:\fda\pydarwin\examples\example3\0\209,2605.746637,51211,2467.74663676584,False,True,True,8,8,3,8385601416.221026,0,0,No important warnings
C:\fda\pydarwin\examples\example3\0\216,3302.934914,00002,3284.93491418614,True,True,True,3,3,3,8.792177599895139,0,0,No important warnings
C:\fda\pydarwin\examples\example3\0\179,2610.101671,81011,2468.10167058232,False,True,True,9,9,3,1982241.3198123325,0,0,No important warnings
C:\fda\pydarwin\examples\example3\0\177,2605.884562,71011,2467.88456191566,False,True,True,8,8,3,1218688.8206265483,0,0,No important warnings
C:\fda\pydarwin\examples\example3\0\217,3742.917222,01002,3720.91722210058,True,True,True,4,4,3,2173.9281527801854,0,0,No important warnings
C:\fda\pydarwin\examples\example3\0\218,3027.371700,10002,3009.37170034868,True,True,True,3,3,3,13.232682273047365,0,0,No important warnings
C:\fda\pydarwin\examples\example3\0\194,2503.091092,70111,2467.09109208059,True,True,True,8,7,3,2666.826639682182,0,0,No important warnings
C:\fda\pydarwin\examples\example3\0\219,3131.989196,11002,3009.98919637668,False,True,True,4,4,3,89849.34839908646,0,0,No important warnings
C:\fda\pydarwin\examples\example3\0\222,2758.620823,30002,2732.62082324673,True,True,True,5,5,3,20.866008014045118,0,0,No important warnings
C:\fda\pydarwin\examples\example3\0\220,3131.371694,20002,3009.37169371806,False,True,True,4,4,3,1.9474532906779306e+33,0,0,No important warnings
C:\fda\pydarwin\examples\example3\0\207,2600.015966,41211,2466.01596552089,False,True,True,7,7,3,6162974.669553619,0,0,No important warnings
C:\fda\pydarwin\examples\example3\0\224,2498.496160,40002,2472.49615966602,True,True,True,5,5,3,19.276217345619138,0,0,No important warnings
C:\fda\pydarwin\examples\example3\0\223,2907.685170,31002,2777.68516963047,False,True,True,6,6,3,-35177386726033.438,0,0,No important warnings
C:\fda\pydarwin\examples\example3\0\195,2607.631603,71111,2467.6316032966,False,True,True,9,8,3,3909559.9287195154,0,0,No important warnings
C:\fda\pydarwin\examples\example3\0\221,3064.761822,21002,2938.76182186757,False,True,True,5,5,3,4221.807255717755,0,0,No important warnings
C:\fda\pydarwin\examples\example3\0\196,2507.113854,80111,2467.11385384502,True,True,True,9,8,3,-1.7394957571434784e+17,0,0,No important warnings
C:\fda\pydarwin\examples\example3\0\197,2612.007763,81111,2468.00776250319,False,True,True,10,9,3,166341123.94409803,0,0,No important warnings
C:\fda\pydarwin\examples\example3\0\226,2500.718025,50002,2470.71802467633,True,True,True,6,6,3,98.96711209725906,0,0,No important warnings
C:\fda\pydarwin\examples\example3\0\225,2602.716189,41002,2472.71618885175,False,True,True,6,6,3,660884802.4488649,0,0,No important warnings
C:\fda\pydarwin\examples\example3\0\234,3263.615704,00102,3243.61570418408,True,True,True,4,3,3,18.67665391830096,0,0,No important warnings
C:\fda\pydarwin\examples\example3\0\235,3726.549881,01102,3702.54988133297,True,True,True,5,4,3,15973.531998330134,0,0,No important warnings
C:\fda\pydarwin\examples\example3\0\227,2606.857987,51002,2472.85798690833,False,True,True,7,7,3,12131360110839.195,0,0,No important warnings
C:\fda\pydarwin\examples\example3\0\236,3012.468234,10102,2992.4682335944,True,True,True,4,3,3,20.899999005010358,0,0,No important warnings
